"Leto","Mesec","Dan","Datum smrti","Starostna skupina","Spol","Starostna skupina COUNT","Pristojna UE","Upravna enota"
,,,"01/11/2012","3. Od 18-31 let","Ž",1,54,"Šmarje pri Jelšah"
,,,"01/11/2012","8. Več kot 71 let","Ž",1,55,"Tolmin"
,,,"01/11/2012","8. Več kot 71 let","M",1,55,"Tolmin"
,,,"01/11/2012","7. Od 61-71 let","M",1,56,"Trbovlje"
,,,"01/11/2012","8. Več kot 71 let","Ž",1,56,"Trbovlje"
,,,"01/11/2012","8. Več kot 71 let","M",1,57,"Trebnje"
,,,"01/11/2012","8. Več kot 71 let","Ž",1,62,"Žalec"
,,,"01/11/2012","8. Več kot 71 let","Ž",2,64,"Maribor"
,,,"01/11/2012","7. Od 61-71 let","Ž",1,64,"Maribor"
,,,"01/11/2012","5. Od 41-51 let","M",1,64,"Maribor"
,,,"01/11/2012","8. Več kot 71 let","M",2,64,"Maribor"
,,,"01/11/2012","6. Od 51-61 let","M",1,64,"Maribor"
,,,"01/11/2012","7. Od 61-71 let","M",2,64,"Maribor"
,,,"01/11/2012","8. Več kot 71 let","Ž",1,65,"Pesnica"
"2012","November","02/11/2012","02/11/2012","8. Več kot 71 let","M",2,3,"Celje"
,,,"02/11/2012","8. Več kot 71 let","Ž",1,3,"Celje"
,,,"02/11/2012","6. Od 51-61 let","M",2,3,"Celje"
,,,"02/11/2012","8. Več kot 71 let","Ž",1,6,"Domžale"
,,,"02/11/2012","8. Več kot 71 let","Ž",1,7,"Dravograd"
,,,"02/11/2012","2. Od 3-18 let","M",2,9,"Grosuplje"
,,,"02/11/2012","8. Več kot 71 let","M",2,9,"Grosuplje"
,,,"02/11/2012","8. Več kot 71 let","Ž",1,9,"Grosuplje"
,,,"02/11/2012","8. Več kot 71 let","Ž",1,11,"Idrija"
,,,"02/11/2012","8. Več kot 71 let","Ž",2,13,"Izola"
,,,"02/11/2012","8. Več kot 71 let","Ž",2,17,"Koper"
,,,"02/11/2012","7. Od 61-71 let","M",2,17,"Koper"
,,,"02/11/2012","8. Več kot 71 let","Ž",1,18,"Kranj"
,,,"02/11/2012","8. Več kot 71 let","M",2,20,"Laško"
,,,"02/11/2012","8. Več kot 71 let","Ž",1,22,"Lendava"
,,,"02/11/2012","7. Od 61-71 let","M",1,23,"Litija"
,,,"02/11/2012","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"02/11/2012","8. Več kot 71 let","Ž",4,24,"Ljubljana"
,,,"02/11/2012","8. Več kot 71 let","M",8,24,"Ljubljana"
,,,"02/11/2012","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"02/11/2012","8. Več kot 71 let","Ž",3,36,"Murska Sobota"
,,,"02/11/2012","8. Več kot 71 let","M",2,37,"Nova Gorica"
,,,"02/11/2012","8. Več kot 71 let","Ž",1,38,"Novo mesto"
,,,"02/11/2012","8. Več kot 71 let","M",3,38,"Novo mesto"
,,,"02/11/2012","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"02/11/2012","8. Več kot 71 let","M",1,42,"Ptuj"
,,,"02/11/2012","8. Več kot 71 let","Ž",1,44,"Radovljica"
,,,"02/11/2012","8. Več kot 71 let","M",1,49,"Slovenj Gradec"
,,,"02/11/2012","8. Več kot 71 let","Ž",1,50,"Slovenska Bistrica"
,,,"02/11/2012","8. Več kot 71 let","M",1,59,"Velenje"
,,,"02/11/2012","8. Več kot 71 let","Ž",1,60,"Vrhnika"
,,,"02/11/2012","8. Več kot 71 let","M",1,61,"Zagorje ob Savi"
,,,"02/11/2012","8. Več kot 71 let","Ž",2,62,"Žalec"
,,,"02/11/2012","6. Od 51-61 let","M",1,64,"Maribor"
,,,"02/11/2012","8. Več kot 71 let","Ž",4,64,"Maribor"
,,,"02/11/2012","8. Več kot 71 let","M",2,64,"Maribor"
,,,"02/11/2012","8. Več kot 71 let","Ž",1,68,"Ruše"
"2012","November","03/11/2012","03/11/2012","8. Več kot 71 let","M",1,1,"Ajdovščina"
,,,"03/11/2012","8. Več kot 71 let","M",1,3,"Celje"
,,,"03/11/2012","8. Več kot 71 let","Ž",4,3,"Celje"
,,,"03/11/2012","7. Od 61-71 let","M",1,3,"Celje"
,,,"03/11/2012","6. Od 51-61 let","Ž",1,9,"Grosuplje"
,,,"03/11/2012","8. Več kot 71 let","M",1,12,"Ilirska Bistrica"
,,,"03/11/2012","8. Več kot 71 let","M",1,13,"Izola"
,,,"03/11/2012","7. Od 61-71 let","Ž",1,15,"Kamnik"
,,,"03/11/2012","8. Več kot 71 let","M",1,15,"Kamnik"
,,,"03/11/2012","8. Več kot 71 let","M",1,18,"Kranj"
,,,"03/11/2012","8. Več kot 71 let","Ž",1,20,"Laško"
,,,"03/11/2012","8. Več kot 71 let","Ž",5,24,"Ljubljana"
,,,"03/11/2012","8. Več kot 71 let","M",7,24,"Ljubljana"
,,,"03/11/2012","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"03/11/2012","6. Od 51-61 let","M",1,24,"Ljubljana"
,,,"03/11/2012","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"03/11/2012","8. Več kot 71 let","Ž",2,36,"Murska Sobota"
,,,"03/11/2012","8. Več kot 71 let","Ž",2,37,"Nova Gorica"
,,,"03/11/2012","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"03/11/2012","8. Več kot 71 let","M",2,38,"Novo mesto"
,,,"03/11/2012","8. Več kot 71 let","Ž",2,40,"Piran"
,,,"03/11/2012","7. Od 61-71 let","M",2,42,"Ptuj"
,,,"03/11/2012","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"03/11/2012","8. Več kot 71 let","M",1,42,"Ptuj"
,,,"03/11/2012","8. Več kot 71 let","M",1,44,"Radovljica"
,,,"03/11/2012","8. Več kot 71 let","M",1,49,"Slovenj Gradec"
,,,"03/11/2012","8. Več kot 71 let","M",1,50,"Slovenska Bistrica"
,,,"03/11/2012","8. Več kot 71 let","Ž",1,52,"Šentjur pri Celju"
,,,"03/11/2012","6. Od 51-61 let","M",1,52,"Šentjur pri Celju"
,,,"03/11/2012","8. Več kot 71 let","M",1,52,"Šentjur pri Celju"
,,,"03/11/2012","8. Več kot 71 let","Ž",2,53,"Škofja Loka"
,,,"03/11/2012","8. Več kot 71 let","Ž",1,54,"Šmarje pri Jelšah"
,,,"03/11/2012","8. Več kot 71 let","Ž",1,56,"Trbovlje"
,,,"03/11/2012","8. Več kot 71 let","Ž",1,59,"Velenje"
,,,"03/11/2012","8. Več kot 71 let","M",1,59,"Velenje"
,,,"03/11/2012","7. Od 61-71 let","M",1,61,"Zagorje ob Savi"
,,,"03/11/2012","8. Več kot 71 let","Ž",2,64,"Maribor"
,,,"03/11/2012","8. Več kot 71 let","M",1,64,"Maribor"
,,,"03/11/2012","6. Od 51-61 let","Ž",1,64,"Maribor"
,,,"03/11/2012","7. Od 61-71 let","M",2,64,"Maribor"
,,,"03/11/2012","7. Od 61-71 let","Ž",1,65,"Pesnica"
"2012","November","04/11/2012","04/11/2012","8. Več kot 71 let","Ž",2,1,"Ajdovščina"
,,,"04/11/2012","8. Več kot 71 let","M",1,2,"Brežice"
,,,"04/11/2012","8. Več kot 71 let","Ž",2,3,"Celje"
,,,"04/11/2012","8. Več kot 71 let","M",2,3,"Celje"
,,,"04/11/2012","8. Več kot 71 let","Ž",1,4,"Cerknica"
,,,"04/11/2012","8. Več kot 71 let","Ž",1,5,"Črnomelj"
,,,"04/11/2012","8. Več kot 71 let","Ž",2,13,"Izola"
,,,"04/11/2012","8. Več kot 71 let","M",1,13,"Izola"
,,,"04/11/2012","8. Več kot 71 let","Ž",1,16,"Kočevje"
,,,"04/11/2012","8. Več kot 71 let","Ž",2,18,"Kranj"
,,,"04/11/2012","8. Več kot 71 let","M",2,18,"Kranj"
,,,"04/11/2012","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"04/11/2012","7. Od 61-71 let","Ž",1,24,"Ljubljana"
,,,"04/11/2012","8. Več kot 71 let","Ž",5,24,"Ljubljana"
,,,"04/11/2012","8. Več kot 71 let","M",6,24,"Ljubljana"
,,,"04/11/2012","6. Od 51-61 let","M",1,29,"Ljutomer"
,,,"04/11/2012","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"04/11/2012","8. Več kot 71 let","Ž",2,36,"Murska Sobota"
,,,"04/11/2012","8. Več kot 71 let","M",2,37,"Nova Gorica"
,,,"04/11/2012","8. Več kot 71 let","Ž",1,37,"Nova Gorica"
,,,"04/11/2012","8. Več kot 71 let","Ž",2,38,"Novo mesto"
,,,"04/11/2012","8. Več kot 71 let","M",1,38,"Novo mesto"
,,,"04/11/2012","8. Več kot 71 let","M",1,40,"Piran"
,,,"04/11/2012","8. Več kot 71 let","Ž",1,40,"Piran"
,,,"04/11/2012","8. Več kot 71 let","Ž",6,42,"Ptuj"
,,,"04/11/2012","8. Več kot 71 let","M",1,44,"Radovljica"
,,,"04/11/2012","7. Od 61-71 let","M",1,46,"Ribnica"
,,,"04/11/2012","8. Več kot 71 let","Ž",1,49,"Slovenj Gradec"
,,,"04/11/2012","8. Več kot 71 let","Ž",1,53,"Škofja Loka"
,,,"04/11/2012","7. Od 61-71 let","M",2,54,"Šmarje pri Jelšah"
,,,"04/11/2012","8. Več kot 71 let","M",1,57,"Trebnje"
,,,"04/11/2012","8. Več kot 71 let","Ž",1,57,"Trebnje"
,,,"04/11/2012","8. Več kot 71 let","M",1,58,"Tržič"
,,,"04/11/2012","7. Od 61-71 let","M",4,64,"Maribor"
,,,"04/11/2012","8. Več kot 71 let","M",3,64,"Maribor"
"2012","November","05/11/2012","05/11/2012","8. Več kot 71 let","Ž",1,2,"Brežice"
,,,"05/11/2012","8. Več kot 71 let","Ž",5,3,"Celje"
,,,"05/11/2012","8. Več kot 71 let","M",1,9,"Grosuplje"
,,,"05/11/2012","8. Več kot 71 let","Ž",1,9,"Grosuplje"
,,,"05/11/2012","8. Več kot 71 let","M",1,10,"Hrastnik"
,,,"05/11/2012","8. Več kot 71 let","Ž",1,12,"Ilirska Bistrica"
,,,"05/11/2012","7. Od 61-71 let","Ž",1,13,"Izola"
,,,"05/11/2012","8. Več kot 71 let","Ž",2,14,"Jesenice"
,,,"05/11/2012","8. Več kot 71 let","M",1,14,"Jesenice"
,,,"05/11/2012","5. Od 41-51 let","Ž",1,16,"Kočevje"
,,,"05/11/2012","8. Več kot 71 let","M",6,24,"Ljubljana"
,,,"05/11/2012","8. Več kot 71 let","Ž",7,24,"Ljubljana"
,,,"05/11/2012","6. Od 51-61 let","Ž",1,24,"Ljubljana"
,,,"05/11/2012","5. Od 41-51 let","Ž",1,24,"Ljubljana"
,,,"05/11/2012","8. Več kot 71 let","M",1,29,"Ljutomer"
,,,"05/11/2012","8. Več kot 71 let","Ž",1,30,"Logatec"
,,,"05/11/2012","7. Od 61-71 let","M",1,36,"Murska Sobota"
,,,"05/11/2012","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"05/11/2012","7. Od 61-71 let","Ž",1,36,"Murska Sobota"
,,,"05/11/2012","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"05/11/2012","8. Več kot 71 let","Ž",3,38,"Novo mesto"
,,,"05/11/2012","8. Več kot 71 let","Ž",1,40,"Piran"
,,,"05/11/2012","8. Več kot 71 let","Ž",2,42,"Ptuj"
,,,"05/11/2012","8. Več kot 71 let","M",2,42,"Ptuj"
,,,"05/11/2012","8. Več kot 71 let","Ž",1,44,"Radovljica"
,,,"05/11/2012","8. Več kot 71 let","M",1,47,"Sevnica"
,,,"05/11/2012","8. Več kot 71 let","Ž",1,49,"Slovenj Gradec"
,,,"05/11/2012","8. Več kot 71 let","Ž",1,53,"Škofja Loka"
,,,"05/11/2012","8. Več kot 71 let","Ž",1,56,"Trbovlje"
,,,"05/11/2012","8. Več kot 71 let","M",1,62,"Žalec"
,,,"05/11/2012","8. Več kot 71 let","Ž",1,64,"Maribor"
,,,"05/11/2012","8. Več kot 71 let","M",2,64,"Maribor"
"2012","November","06/11/2012","06/11/2012","8. Več kot 71 let","M",1,2,"Brežice"
,,,"06/11/2012","8. Več kot 71 let","Ž",1,2,"Brežice"
,,,"06/11/2012","8. Več kot 71 let","M",3,3,"Celje"
,,,"06/11/2012","8. Več kot 71 let","Ž",1,6,"Domžale"
,,,"06/11/2012","8. Več kot 71 let","M",1,6,"Domžale"
,,,"06/11/2012","8. Več kot 71 let","Ž",1,13,"Izola"
,,,"06/11/2012","8. Več kot 71 let","M",2,13,"Izola"
,,,"06/11/2012","7. Od 61-71 let","M",1,14,"Jesenice"
,,,"06/11/2012","8. Več kot 71 let","Ž",1,16,"Kočevje"
,,,"06/11/2012","6. Od 51-61 let","M",1,17,"Koper"
,,,"06/11/2012","8. Več kot 71 let","Ž",1,18,"Kranj"
,,,"06/11/2012","8. Več kot 71 let","Ž",2,20,"Laško"
,,,"06/11/2012","8. Več kot 71 let","Ž",1,21,"Lenart"
,,,"06/11/2012","6. Od 51-61 let","M",1,21,"Lenart"
,,,"06/11/2012","8. Več kot 71 let","Ž",1,24,"Ljubljana"
,,,"06/11/2012","8. Več kot 71 let","M",7,24,"Ljubljana"
,,,"06/11/2012","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"06/11/2012","8. Več kot 71 let","M",2,36,"Murska Sobota"
,,,"06/11/2012","8. Več kot 71 let","Ž",1,36,"Murska Sobota"
,,,"06/11/2012","8. Več kot 71 let","Ž",1,37,"Nova Gorica"
,,,"06/11/2012","7. Od 61-71 let","M",1,38,"Novo mesto"
,,,"06/11/2012","8. Več kot 71 let","M",1,38,"Novo mesto"
,,,"06/11/2012","8. Več kot 71 let","Ž",6,38,"Novo mesto"
,,,"06/11/2012","8. Več kot 71 let","M",1,40,"Piran"
,,,"06/11/2012","8. Več kot 71 let","Ž",1,46,"Ribnica"
,,,"06/11/2012","8. Več kot 71 let","Ž",1,49,"Slovenj Gradec"
,,,"06/11/2012","8. Več kot 71 let","M",1,53,"Škofja Loka"
,,,"06/11/2012","8. Več kot 71 let","M",1,55,"Tolmin"
,,,"06/11/2012","8. Več kot 71 let","Ž",1,56,"Trbovlje"
,,,"06/11/2012","8. Več kot 71 let","M",1,58,"Tržič"
,,,"06/11/2012","8. Več kot 71 let","Ž",1,59,"Velenje"
,,,"06/11/2012","8. Več kot 71 let","M",1,59,"Velenje"
,,,"06/11/2012","7. Od 61-71 let","Ž",1,59,"Velenje"
,,,"06/11/2012","7. Od 61-71 let","Ž",1,60,"Vrhnika"
,,,"06/11/2012","8. Več kot 71 let","M",4,64,"Maribor"
,,,"06/11/2012","8. Več kot 71 let","Ž",3,64,"Maribor"
"2012","November","07/11/2012","07/11/2012","8. Več kot 71 let","Ž",1,2,"Brežice"
,,,"07/11/2012","8. Več kot 71 let","M",2,2,"Brežice"
,,,"07/11/2012","8. Več kot 71 let","Ž",1,3,"Celje"
,,,"07/11/2012","8. Več kot 71 let","M",1,3,"Celje"
,,,"07/11/2012","8. Več kot 71 let","M",1,6,"Domžale"
,,,"07/11/2012","8. Več kot 71 let","Ž",1,6,"Domžale"
,,,"07/11/2012","6. Od 51-61 let","M",1,9,"Grosuplje"
,,,"07/11/2012","8. Več kot 71 let","Ž",1,11,"Idrija"
,,,"07/11/2012","8. Več kot 71 let","Ž",1,13,"Izola"
,,,"07/11/2012","8. Več kot 71 let","Ž",1,19,"Krško"
,,,"07/11/2012","8. Več kot 71 let","M",1,20,"Laško"
,,,"07/11/2012","8. Več kot 71 let","Ž",1,22,"Lendava"
,,,"07/11/2012","5. Od 41-51 let","M",1,24,"Ljubljana"
,,,"07/11/2012","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"07/11/2012","6. Od 51-61 let","M",3,24,"Ljubljana"
,,,"07/11/2012","8. Več kot 71 let","M",5,24,"Ljubljana"
,,,"07/11/2012","8. Več kot 71 let","Ž",8,24,"Ljubljana"
,,,"07/11/2012","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"07/11/2012","8. Več kot 71 let","Ž",3,37,"Nova Gorica"
,,,"07/11/2012","8. Več kot 71 let","M",2,37,"Nova Gorica"
,,,"07/11/2012","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"07/11/2012","7. Od 61-71 let","Ž",1,43,"Radlje ob Dravi"
,,,"07/11/2012","8. Več kot 71 let","Ž",1,46,"Ribnica"
,,,"07/11/2012","8. Več kot 71 let","Ž",1,49,"Slovenj Gradec"
,,,"07/11/2012","7. Od 61-71 let","M",1,49,"Slovenj Gradec"
,,,"07/11/2012","8. Več kot 71 let","M",1,50,"Slovenska Bistrica"
,,,"07/11/2012","8. Več kot 71 let","Ž",2,53,"Škofja Loka"
,,,"07/11/2012","8. Več kot 71 let","M",1,53,"Škofja Loka"
,,,"07/11/2012","8. Več kot 71 let","Ž",2,57,"Trebnje"
,,,"07/11/2012","7. Od 61-71 let","M",1,58,"Tržič"
,,,"07/11/2012","8. Več kot 71 let","Ž",1,59,"Velenje"
,,,"07/11/2012","8. Več kot 71 let","M",1,59,"Velenje"
,,,"07/11/2012","8. Več kot 71 let","Ž",1,60,"Vrhnika"
,,,"07/11/2012","8. Več kot 71 let","M",2,60,"Vrhnika"
,,,"07/11/2012","8. Več kot 71 let","Ž",1,64,"Maribor"
,,,"07/11/2012","7. Od 61-71 let","M",1,64,"Maribor"
,,,"07/11/2012","7. Od 61-71 let","Ž",1,64,"Maribor"
,,,"07/11/2012","8. Več kot 71 let","M",5,64,"Maribor"
"2012","November","08/11/2012","08/11/2012","8. Več kot 71 let","Ž",1,2,"Brežice"
,,,"08/11/2012","8. Več kot 71 let","Ž",1,3,"Celje"
,,,"08/11/2012","8. Več kot 71 let","M",1,3,"Celje"
,,,"08/11/2012","7. Od 61-71 let","M",1,3,"Celje"
,,,"08/11/2012","8. Več kot 71 let","M",1,4,"Cerknica"
,,,"08/11/2012","8. Več kot 71 let","M",1,13,"Izola"
,,,"08/11/2012","7. Od 61-71 let","Ž",1,16,"Kočevje"
,,,"08/11/2012","8. Več kot 71 let","Ž",6,24,"Ljubljana"
,,,"08/11/2012","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"08/11/2012","8. Več kot 71 let","M",7,24,"Ljubljana"
,,,"08/11/2012","8. Več kot 71 let","Ž",1,29,"Ljutomer"
,,,"08/11/2012","8. Več kot 71 let","M",1,30,"Logatec"
,,,"08/11/2012","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"08/11/2012","8. Več kot 71 let","Ž",1,36,"Murska Sobota"
,,,"08/11/2012","8. Več kot 71 let","M",3,37,"Nova Gorica"
,,,"08/11/2012","8. Več kot 71 let","Ž",1,38,"Novo mesto"
,,,"08/11/2012","8. Več kot 71 let","M",1,38,"Novo mesto"
,,,"08/11/2012","3. Od 18-31 let","M",1,38,"Novo mesto"
,,,"08/11/2012","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"08/11/2012","8. Več kot 71 let","M",1,45,"Ravne na Koroškem"
,,,"08/11/2012","7. Od 61-71 let","Ž",1,49,"Slovenj Gradec"
,,,"08/11/2012","8. Več kot 71 let","Ž",1,49,"Slovenj Gradec"
,,,"08/11/2012","8. Več kot 71 let","M",1,53,"Škofja Loka"
,,,"08/11/2012","8. Več kot 71 let","Ž",1,53,"Škofja Loka"
,,,"08/11/2012","8. Več kot 71 let","M",1,54,"Šmarje pri Jelšah"
,,,"08/11/2012","8. Več kot 71 let","Ž",2,55,"Tolmin"
,,,"08/11/2012","8. Več kot 71 let","M",1,59,"Velenje"
,,,"08/11/2012","8. Več kot 71 let","Ž",2,59,"Velenje"
,,,"08/11/2012","6. Od 51-61 let","M",1,59,"Velenje"
,,,"08/11/2012","8. Več kot 71 let","Ž",1,61,"Zagorje ob Savi"
,,,"08/11/2012","8. Več kot 71 let","M",1,62,"Žalec"
,,,"08/11/2012","8. Več kot 71 let","M",3,64,"Maribor"
,,,"08/11/2012","8. Več kot 71 let","Ž",2,64,"Maribor"
,,,"08/11/2012","7. Od 61-71 let","M",1,64,"Maribor"
,,,"08/11/2012","8. Več kot 71 let","M",1,65,"Pesnica"
"2012","November","09/11/2012","09/11/2012","8. Več kot 71 let","Ž",2,3,"Celje"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,6,"Domžale"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,8,"Gornja Radgona"
,,,"09/11/2012","8. Več kot 71 let","M",1,10,"Hrastnik"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,13,"Izola"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,14,"Jesenice"
,,,"09/11/2012","8. Več kot 71 let","M",1,14,"Jesenice"
,,,"09/11/2012","8. Več kot 71 let","M",1,15,"Kamnik"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,17,"Koper"
,,,"09/11/2012","8. Več kot 71 let","M",1,18,"Kranj"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,18,"Kranj"
,,,"09/11/2012","8. Več kot 71 let","Ž",4,24,"Ljubljana"
,,,"09/11/2012","8. Več kot 71 let","M",1,34,"Metlika"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,36,"Murska Sobota"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,37,"Nova Gorica"
,,,"09/11/2012","8. Več kot 71 let","Ž",3,38,"Novo mesto"
,,,"09/11/2012","6. Od 51-61 let","M",1,38,"Novo mesto"
,,,"09/11/2012","8. Več kot 71 let","M",2,42,"Ptuj"
,,,"09/11/2012","7. Od 61-71 let","M",2,42,"Ptuj"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,44,"Radovljica"
,,,"09/11/2012","7. Od 61-71 let","Ž",1,45,"Ravne na Koroškem"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,45,"Ravne na Koroškem"
,,,"09/11/2012","4. Od 31-41 let","M",1,46,"Ribnica"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,49,"Slovenj Gradec"
,,,"09/11/2012","8. Več kot 71 let","M",1,49,"Slovenj Gradec"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,55,"Tolmin"
,,,"09/11/2012","8. Več kot 71 let","Ž",2,60,"Vrhnika"
,,,"09/11/2012","8. Več kot 71 let","Ž",1,62,"Žalec"
,,,"09/11/2012","8. Več kot 71 let","M",2,64,"Maribor"
,,,"09/11/2012","8. Več kot 71 let","Ž",3,64,"Maribor"
"2012","November","10/11/2012","10/11/2012","8. Več kot 71 let","Ž",1,1,"Ajdovščina"
,,,"10/11/2012","8. Več kot 71 let","M",3,3,"Celje"
,,,"10/11/2012","8. Več kot 71 let","Ž",2,7,"Dravograd"
,,,"10/11/2012","8. Več kot 71 let","Ž",1,8,"Gornja Radgona"
,,,"10/11/2012","8. Več kot 71 let","Ž",1,9,"Grosuplje"
,,,"10/11/2012","8. Več kot 71 let","M",1,10,"Hrastnik"
,,,"10/11/2012","7. Od 61-71 let","M",1,11,"Idrija"
,,,"10/11/2012","8. Več kot 71 let","M",1,13,"Izola"
,,,"10/11/2012","8. Več kot 71 let","Ž",2,13,"Izola"
,,,"10/11/2012","8. Več kot 71 let","Ž",1,14,"Jesenice"
,,,"10/11/2012","8. Več kot 71 let","M",1,14,"Jesenice"
,,,"10/11/2012","8. Več kot 71 let","M",1,15,"Kamnik"
,,,"10/11/2012","8. Več kot 71 let","M",1,17,"Koper"
,,,"10/11/2012","8. Več kot 71 let","M",2,18,"Kranj"
,,,"10/11/2012","8. Več kot 71 let","Ž",1,20,"Laško"
,,,"10/11/2012","8. Več kot 71 let","M",2,20,"Laško"
,,,"10/11/2012","8. Več kot 71 let","Ž",4,24,"Ljubljana"
,,,"10/11/2012","8. Več kot 71 let","M",5,24,"Ljubljana"
,,,"10/11/2012","7. Od 61-71 let","M",2,24,"Ljubljana"
,,,"10/11/2012","7. Od 61-71 let","Ž",3,24,"Ljubljana"
,,,"10/11/2012","6. Od 51-61 let","M",1,36,"Murska Sobota"
,,,"10/11/2012","8. Več kot 71 let","Ž",2,36,"Murska Sobota"
,,,"10/11/2012","8. Več kot 71 let","Ž",2,37,"Nova Gorica"
,,,"10/11/2012","7. Od 61-71 let","M",1,39,"Ormož"
,,,"10/11/2012","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"10/11/2012","8. Več kot 71 let","Ž",3,44,"Radovljica"
,,,"10/11/2012","8. Več kot 71 let","Ž",1,45,"Ravne na Koroškem"
,,,"10/11/2012","8. Več kot 71 let","M",1,46,"Ribnica"
,,,"10/11/2012","8. Več kot 71 let","Ž",1,47,"Sevnica"
,,,"10/11/2012","7. Od 61-71 let","M",1,47,"Sevnica"
,,,"10/11/2012","8. Več kot 71 let","Ž",1,48,"Sežana"
,,,"10/11/2012","8. Več kot 71 let","Ž",1,50,"Slovenska Bistrica"
,,,"10/11/2012","8. Več kot 71 let","Ž",1,51,"Slovenske Konjice"
,,,"10/11/2012","8. Več kot 71 let","Ž",1,53,"Škofja Loka"
,,,"10/11/2012","8. Več kot 71 let","M",1,56,"Trbovlje"
,,,"10/11/2012","8. Več kot 71 let","Ž",1,56,"Trbovlje"
,,,"10/11/2012","8. Več kot 71 let","M",1,57,"Trebnje"
,,,"10/11/2012","8. Več kot 71 let","M",1,59,"Velenje"
,,,"10/11/2012","8. Več kot 71 let","M",1,62,"Žalec"
,,,"10/11/2012","8. Več kot 71 let","M",5,64,"Maribor"
,,,"10/11/2012","8. Več kot 71 let","Ž",3,64,"Maribor"
,,,"10/11/2012","7. Od 61-71 let","M",1,64,"Maribor"
,,,"10/11/2012","6. Od 51-61 let","M",1,68,"Ruše"
,,,"10/11/2012","7. Od 61-71 let","M",1,68,"Ruše"
"2012","November","11/11/2012","11/11/2012","8. Več kot 71 let","M",1,3,"Celje"
,,,"11/11/2012","8. Več kot 71 let","Ž",1,3,"Celje"
,,,"11/11/2012","8. Več kot 71 let","Ž",1,6,"Domžale"
,,,"11/11/2012","8. Več kot 71 let","M",2,12,"Ilirska Bistrica"
,,,"11/11/2012","8. Več kot 71 let","Ž",1,13,"Izola"
,,,"11/11/2012","8. Več kot 71 let","M",1,13,"Izola"
,,,"11/11/2012","8. Več kot 71 let","Ž",1,14,"Jesenice"
,,,"11/11/2012","8. Več kot 71 let","M",1,15,"Kamnik"
,,,"11/11/2012","8. Več kot 71 let","M",1,18,"Kranj"
,,,"11/11/2012","8. Več kot 71 let","Ž",2,18,"Kranj"
,,,"11/11/2012","6. Od 51-61 let","M",1,18,"Kranj"
,,,"11/11/2012","8. Več kot 71 let","Ž",1,19,"Krško"
,,,"11/11/2012","8. Več kot 71 let","Ž",2,20,"Laško"
,,,"11/11/2012","8. Več kot 71 let","Ž",1,22,"Lendava"
,,,"11/11/2012","8. Več kot 71 let","M",1,22,"Lendava"
,,,"11/11/2012","6. Od 51-61 let","M",1,24,"Ljubljana"
,,,"11/11/2012","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"11/11/2012","7. Od 61-71 let","Ž",1,24,"Ljubljana"
,,,"11/11/2012","8. Več kot 71 let","M",2,24,"Ljubljana"
,,,"11/11/2012","8. Več kot 71 let","Ž",8,24,"Ljubljana"
,,,"11/11/2012","7. Od 61-71 let","Ž",1,29,"Ljutomer"
,,,"11/11/2012","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"11/11/2012","6. Od 51-61 let","Ž",1,37,"Nova Gorica"
,,,"11/11/2012","6. Od 51-61 let","Ž",1,38,"Novo mesto"
,,,"11/11/2012","6. Od 51-61 let","M",1,38,"Novo mesto"
,,,"11/11/2012","8. Več kot 71 let","Ž",2,42,"Ptuj"
,,,"11/11/2012","8. Več kot 71 let","M",2,42,"Ptuj"
