data_iniSE,SE,casos_confirmados,casos_estimados,casos_est_min,casos_est_max,casprov,casconf,notif_accum_year,pop,Rt,p_inc100k,p_rt1,state_code,state,region,data_fimSE
2024-03-03,202410,4883,12904.5,7396,,,,282645,2923369.0,0.7257756,441.42563,0.0,DF,Distrito Federal,Centro-Oeste,2024-03-09
2024-02-25,202409,12200,15618.5,13720,,,,282645,2923369.0,0.8144972,534.26373,0.0,DF,Distrito Federal,Centro-Oeste,2024-03-02
2024-02-18,202408,16553,19008.0,17814,,,,282645,2923369.0,0.9243021,650.20874,2.4424907e-15,DF,Distrito Federal,Centro-Oeste,2024-02-24
2024-02-11,202407,16571,18675.5,17709,,,,282645,2923369.0,0.8827243,638.83484,0.0,DF,Distrito Federal,Centro-Oeste,2024-02-17
2024-02-04,202406,18470,20260.0,19422,,,,282645,2923369.0,1.0728897,693.036,1.0,DF,Distrito Federal,Centro-Oeste,2024-02-10
2024-01-28,202405,22578,23853.0,23202,,,,282645,2923369.0,1.6569003,815.94214,1.0,DF,Distrito Federal,Centro-Oeste,2024-02-03
2024-01-21,202404,19740,20422.5,20056,,,,282645,2923369.0,1.9742026,698.59467,1.0,DF,Distrito Federal,Centro-Oeste,2024-01-27
2024-01-14,202403,13550,13852.0,13680,,,,282645,2923369.0,1.8468535,473.83685,1.0,DF,Distrito Federal,Centro-Oeste,2024-01-20
2024-01-07,202402,8773,8877.5,8810,9014.0,,,282645,2923369.0,1.7783818,303.6736,1.0,DF,Distrito Federal,Centro-Oeste,2024-01-13
2023-12-31,202401,8773,8800.0,8777,8855.0,,,282645,2923369.0,2.6595988,301.02255,1.0,DF,Distrito Federal,Centro-Oeste,2024-01-06
2023-12-24,202352,3814,3814.0,3814,3814.0,,,282645,2923369.0,1.5393834,130.46591,1.0,DF,Distrito Federal,Centro-Oeste,2023-12-30
2023-12-17,202351,2944,2944.0,2944,2944.0,,,282645,2923369.0,1.542788,100.70573,1.0,DF,Distrito Federal,Centro-Oeste,2023-12-23
2023-12-10,202350,2614,2614.0,2614,2614.0,,,282645,2923369.0,1.8239049,89.41738,1.0,DF,Distrito Federal,Centro-Oeste,2023-12-16
2023-12-03,202349,1806,1806.0,1806,1806.0,,,282645,2923369.0,1.6908653,61.778038,1.0,DF,Distrito Federal,Centro-Oeste,2023-12-09
2023-11-26,202348,1381,1381.0,1381,1381.0,,,282645,2923369.0,1.7550658,47.240017,1.0,DF,Distrito Federal,Centro-Oeste,2023-12-02
2023-11-19,202347,1093,1093.0,1093,1093.0,,,282645,2923369.0,1.7975117,37.38837,1.0,DF,Distrito Federal,Centro-Oeste,2023-11-25
2023-11-12,202346,683,683.0,683,683.0,,,282645,2923369.0,1.3522967,23.363455,0.9999999,DF,Distrito Federal,Centro-Oeste,2023-11-18
2023-11-05,202345,610,610.0,610,610.0,,,282645,2923369.0,1.3152707,20.866337,0.9999961,DF,Distrito Federal,Centro-Oeste,2023-11-11
2023-10-29,202344,479,479.0,479,479.0,,,282645,2923369.0,1.0367191,16.385204,0.7099741,DF,Distrito Federal,Centro-Oeste,2023-11-04
2023-10-22,202343,410,410.0,410,410.0,,,282645,2923369.0,0.8820537,14.024915,0.03179249,DF,Distrito Federal,Centro-Oeste,2023-10-28
2023-10-15,202342,527,527.0,527,527.0,,,282645,2923369.0,1.0730109,18.027145,0.86957407,DF,Distrito Federal,Centro-Oeste,2023-10-21
2023-10-08,202341,398,398.0,398,398.0,,,282645,2923369.0,0.75615966,13.614429,1.1675856e-05,DF,Distrito Federal,Centro-Oeste,2023-10-14
2023-10-01,202340,519,519.0,519,519.0,,,282645,2923369.0,0.9209011,17.753489,0.08761707,DF,Distrito Federal,Centro-Oeste,2023-10-07
2023-09-24,202339,524,524.0,524,524.0,,,282645,2923369.0,0.88989437,17.924524,0.025900032,DF,Distrito Federal,Centro-Oeste,2023-09-30
2023-09-17,202338,548,548.0,548,548.0,,,282645,2923369.0,0.95341134,18.745495,0.2120019,DF,Distrito Federal,Centro-Oeste,2023-09-23
2023-09-10,202337,649,649.0,649,649.0,,,282645,2923369.0,1.1936715,22.200413,0.99886364,DF,Distrito Federal,Centro-Oeste,2023-09-16
2023-09-03,202336,567,567.0,567,567.0,,,282645,2923369.0,1.0809793,19.39543,0.9008318,DF,Distrito Federal,Centro-Oeste,2023-09-09
2023-08-27,202335,547,547.0,547,547.0,,,282645,2923369.0,1.0516144,18.711288,0.7945204,DF,Distrito Federal,Centro-Oeste,2023-09-02
2023-08-20,202334,502,502.0,502,502.0,,,282645,2923369.0,0.96499795,17.171968,0.2844213,DF,Distrito Federal,Centro-Oeste,2023-08-26
2023-08-13,202333,547,547.0,547,547.0,,,282645,2923369.0,1.0420364,18.711288,0.74992836,DF,Distrito Federal,Centro-Oeste,2023-08-19
2023-08-06,202332,488,488.0,488,488.0,,,282645,2923369.0,0.91675997,16.69307,0.08257488,DF,Distrito Federal,Centro-Oeste,2023-08-12
2023-07-30,202331,567,567.0,567,567.0,,,282645,2923369.0,0.99269396,19.39543,0.45076126,DF,Distrito Federal,Centro-Oeste,2023-08-05
2023-07-23,202330,487,487.0,487,487.0,,,282645,2923369.0,0.7831961,16.658861,2.5059613e-05,DF,Distrito Federal,Centro-Oeste,2023-07-29
2023-07-16,202329,560,560.0,560,560.0,,,282645,2923369.0,0.86865085,19.155981,0.0073123435,DF,Distrito Federal,Centro-Oeste,2023-07-22
2023-07-09,202328,667,667.0,667,667.0,,,282645,2923369.0,0.98746634,22.816141,0.40860486,DF,Distrito Federal,Centro-Oeste,2023-07-15
2023-07-02,202327,650,650.0,650,650.0,,,282645,2923369.0,0.8550899,22.234621,0.0016637954,DF,Distrito Federal,Centro-Oeste,2023-07-08
2023-06-25,202326,614,614.0,614,614.0,,,282645,2923369.0,0.7218066,21.003164,2.8452196e-10,DF,Distrito Federal,Centro-Oeste,2023-07-01
2023-06-18,202325,759,759.0,759,759.0,,,282645,2923369.0,0.84250176,25.963196,0.00024548802,DF,Distrito Federal,Centro-Oeste,2023-06-24
2023-06-11,202324,918,918.0,918,918.0,,,282645,2923369.0,0.96852005,31.402126,0.24480288,DF,Distrito Federal,Centro-Oeste,2023-06-17
2023-06-04,202323,874,874.0,874,874.0,,,282645,2923369.0,0.8423183,29.897013,9.011848e-05,DF,Distrito Federal,Centro-Oeste,2023-06-10
2023-05-28,202322,958,958.0,958,958.0,,,282645,2923369.0,0.82023144,32.77041,2.578252e-06,DF,Distrito Federal,Centro-Oeste,2023-06-03
2023-05-21,202321,955,955.0,955,955.0,,,282645,2923369.0,0.75048894,32.66779,7.917889e-12,DF,Distrito Federal,Centro-Oeste,2023-05-27
2023-05-14,202320,1256,1256.0,1256,1256.0,,,282645,2923369.0,0.9446178,42.964127,0.07373823,DF,Distrito Federal,Centro-Oeste,2023-05-20
2023-05-07,202319,1245,1245.0,1245,1245.0,,,282645,2923369.0,0.9207853,42.58785,0.01776171,DF,Distrito Federal,Centro-Oeste,2023-05-13
2023-04-30,202318,1426,1426.0,1426,1426.0,,,282645,2923369.0,1.0167902,48.779335,0.6710544,DF,Distrito Federal,Centro-Oeste,2023-05-06
2023-04-23,202317,1275,1275.0,1275,1275.0,,,282645,2923369.0,0.8881419,43.614063,0.0010152608,DF,Distrito Federal,Centro-Oeste,2023-04-29
2023-04-16,202316,1409,1409.0,1409,1409.0,,,282645,2923369.0,0.9883603,48.197815,0.37762856,DF,Distrito Federal,Centro-Oeste,2023-04-22
2023-04-09,202315,1561,1561.0,1561,1561.0,,,282645,2923369.0,1.0799298,53.397297,0.9824701,DF,Distrito Federal,Centro-Oeste,2023-04-15
2023-04-02,202314,1301,1301.0,1301,1301.0,,,282645,2923369.0,0.9066224,44.50345,0.005193874,DF,Distrito Federal,Centro-Oeste,2023-04-08
2023-03-26,202313,1506,1506.0,1506,1506.0,,,282645,2923369.0,1.1067052,51.515903,0.9966653,DF,Distrito Federal,Centro-Oeste,2023-04-01
2023-03-19,202312,1527,1527.0,1527,1527.0,,,282645,2923369.0,1.183774,52.234253,0.99999607,DF,Distrito Federal,Centro-Oeste,2023-03-25
2023-03-12,202311,1297,1297.0,1297,1297.0,,,282645,2923369.0,1.0490836,44.36662,0.8860732,DF,Distrito Federal,Centro-Oeste,2023-03-18
2023-03-05,202310,1330,1330.0,1330,1330.0,,,282645,2923369.0,1.0994452,45.495453,0.99152845,DF,Distrito Federal,Centro-Oeste,2023-03-11
2023-02-26,202309,1208,1208.0,1208,1208.0,,,282645,2923369.0,0.98605144,41.322186,0.36448613,DF,Distrito Federal,Centro-Oeste,2023-03-04
2023-02-19,202308,1211,1211.0,1211,1211.0,,,282645,2923369.0,0.9669932,41.42481,0.20242175,DF,Distrito Federal,Centro-Oeste,2023-02-25
2023-02-12,202307,1174,1174.0,1174,1174.0,,,282645,2923369.0,0.9714476,40.159145,0.23976377,DF,Distrito Federal,Centro-Oeste,2023-02-18
2023-02-05,202306,1345,1345.0,1345,1345.0,,,282645,2923369.0,1.1886246,46.00856,0.9999912,DF,Distrito Federal,Centro-Oeste,2023-02-11
2023-01-29,202305,1260,1260.0,1260,1260.0,,,282645,3055149.0,1.1569107,41.24185,0.9997907,DF,Distrito Federal,Centro-Oeste,2023-02-04
2023-01-22,202304,1021,1021.0,1021,1021.0,,,282645,3055149.0,0.9867947,33.41899,0.3815501,DF,Distrito Federal,Centro-Oeste,2023-01-28
2023-01-15,202303,1183,1183.0,1183,1183.0,,,282645,3055149.0,1.229674,38.721516,0.9999991,DF,Distrito Federal,Centro-Oeste,2023-01-21
2023-01-08,202302,1001,1001.0,1001,1001.0,,,282645,3055149.0,1.1074423,32.76436,0.986996,DF,Distrito Federal,Centro-Oeste,2023-01-14
2023-01-01,202301,1013,1013.0,1013,1013.0,,,282645,3055149.0,1.0998188,33.15714,0.9817548,DF,Distrito Federal,Centro-Oeste,2023-01-07
2022-12-25,202252,802,802.0,802,802.0,,,282645,3055149.0,0.832278,26.250765,5.907311e-05,DF,Distrito Federal,Centro-Oeste,2022-12-31
2022-12-18,202251,889,889.0,889,889.0,,,282645,3055149.0,0.9193578,29.098417,0.035091054,DF,Distrito Federal,Centro-Oeste,2022-12-24
2022-12-11,202250,1003,1003.0,1003,1003.0,,,282645,3055149.0,1.1345972,32.829823,0.99693376,DF,Distrito Federal,Centro-Oeste,2022-12-17
2022-12-04,202249,1050,1050.0,1050,1050.0,,,282645,3055149.0,1.360499,34.36821,1.0,DF,Distrito Federal,Centro-Oeste,2022-12-10
2022-11-27,202248,889,889.0,889,889.0,,,282645,3055149.0,1.3160375,29.098417,0.99999994,DF,Distrito Federal,Centro-Oeste,2022-12-03
2022-11-20,202247,775,775.0,775,775.0,,,282645,3055149.0,1.3138343,25.367012,0.99999976,DF,Distrito Federal,Centro-Oeste,2022-11-26
2022-11-13,202246,688,688.0,688,688.0,,,282645,3055149.0,1.2290988,22.51936,0.99986094,DF,Distrito Federal,Centro-Oeste,2022-11-19
2022-11-06,202245,559,559.0,559,559.0,,,282645,3055149.0,0.9371222,18.29698,0.13482298,DF,Distrito Federal,Centro-Oeste,2022-11-12
2022-10-30,202244,510,510.0,510,510.0,,,282645,3055149.0,0.79368675,16.69313,4.6017216e-05,DF,Distrito Federal,Centro-Oeste,2022-11-05
2022-10-23,202243,592,592.0,592,592.0,,,282645,3055149.0,0.91242987,19.377123,0.053286765,DF,Distrito Federal,Centro-Oeste,2022-10-29
2022-10-16,202242,698,698.0,698,698.0,,,282645,3055149.0,1.0808127,22.846676,0.92282176,DF,Distrito Federal,Centro-Oeste,2022-10-22
2022-10-09,202241,649,649.0,649,649.0,,,282645,3055149.0,0.9925266,21.242826,0.44613692,DF,Distrito Federal,Centro-Oeste,2022-10-15
2022-10-02,202240,613,613.0,613,613.0,,,282645,3055149.0,0.93937063,20.064487,0.13293806,DF,Distrito Federal,Centro-Oeste,2022-10-08
2022-09-25,202239,701,701.0,701,701.0,,,282645,3055149.0,1.0814039,22.944872,0.92467123,DF,Distrito Federal,Centro-Oeste,2022-10-01
2022-09-18,202238,627,627.0,627,627.0,,,282645,3055149.0,0.98581976,20.52273,0.3998018,DF,Distrito Federal,Centro-Oeste,2022-09-24
2022-09-11,202237,671,671.0,671,671.0,,,282645,3055149.0,1.092227,21.962923,0.9430766,DF,Distrito Federal,Centro-Oeste,2022-09-17
2022-09-04,202236,639,639.0,639,639.0,,,282645,3055149.0,1.0719334,20.91551,0.8888952,DF,Distrito Federal,Centro-Oeste,2022-09-10
2022-08-28,202235,625,625.0,625,625.0,,,282645,3055149.0,1.0669839,20.457268,0.8703628,DF,Distrito Federal,Centro-Oeste,2022-09-03
2022-08-21,202234,571,571.0,571,571.0,,,282645,3055149.0,1.0124217,18.68976,0.5823963,DF,Distrito Federal,Centro-Oeste,2022-08-27
2022-08-14,202233,619,619.0,619,619.0,,,282645,3055149.0,1.1269816,20.260878,0.9794183,DF,Distrito Federal,Centro-Oeste,2022-08-20
2022-08-07,202232,564,564.0,564,564.0,,,282645,3055149.0,0.9957824,18.460638,0.4716681,DF,Distrito Federal,Centro-Oeste,2022-08-13
2022-07-31,202231,515,515.0,515,515.0,,,282645,3055149.0,0.8377207,16.856789,0.0014835538,DF,Distrito Federal,Centro-Oeste,2022-08-06
2022-07-24,202230,576,576.0,576,576.0,,,282645,3055149.0,0.80904144,18.853418,7.440936e-05,DF,Distrito Federal,Centro-Oeste,2022-07-30
2022-07-17,202229,581,581.0,581,581.0,,,282645,3055149.0,0.6540625,19.017076,4.440892e-16,DF,Distrito Federal,Centro-Oeste,2022-07-23
2022-07-10,202228,689,689.0,689,689.0,,,282645,3055149.0,0.60229325,22.552092,0.0,DF,Distrito Federal,Centro-Oeste,2022-07-16
2022-07-03,202227,810,810.0,810,810.0,,,282645,3055149.0,0.5754955,26.512619,0.0,DF,Distrito Federal,Centro-Oeste,2022-07-09
2022-06-26,202226,1162,1162.0,1162,1162.0,,,282645,3055149.0,0.69970787,38.034153,0.0,DF,Distrito Federal,Centro-Oeste,2022-07-02
2022-06-19,202225,1455,1455.0,1455,1455.0,,,282645,3055149.0,0.74263,47.62452,0.0,DF,Distrito Federal,Centro-Oeste,2022-06-25
2022-06-12,202224,1596,1596.0,1596,1596.0,,,282645,3055149.0,0.6913076,52.239677,0.0,DF,Distrito Federal,Centro-Oeste,2022-06-18
2022-06-05,202223,1950,1950.0,1950,1950.0,,,282645,3055149.0,0.71201026,63.826675,0.0,DF,Distrito Federal,Centro-Oeste,2022-06-11
2022-05-29,202222,2325,2325.0,2325,2325.0,,,282645,3055149.0,0.7239274,76.101036,0.0,DF,Distrito Federal,Centro-Oeste,2022-06-04
2022-05-22,202221,2557,2557.0,2557,2557.0,,,282645,3055149.0,0.7140136,83.69477,0.0,DF,Distrito Federal,Centro-Oeste,2022-05-28
2022-05-15,202220,3489,3489.0,3489,3489.0,,,282645,3055149.0,0.8783014,114.20065,1.078141e-08,DF,Distrito Federal,Centro-Oeste,2022-05-21
2022-05-08,202219,3497,3497.0,3497,3497.0,,,282645,3055149.0,0.792298,114.4625,0.0,DF,Distrito Federal,Centro-Oeste,2022-05-14
2022-05-01,202218,3859,3859.0,3859,3859.0,,,282645,3055149.0,0.8385974,126.31135,3.330669e-16,DF,Distrito Federal,Centro-Oeste,2022-05-07
2022-04-24,202217,4578,4578.0,4578,4578.0,,,282645,3055149.0,1.0290229,149.8454,0.91294247,DF,Distrito Federal,Centro-Oeste,2022-04-30
2022-04-17,202216,5023,5023.0,5023,5023.0,,,282645,3055149.0,1.1803542,164.41096,1.0,DF,Distrito Federal,Centro-Oeste,2022-04-23
2022-04-10,202215,4254,4254.0,4254,4254.0,,,282645,3055149.0,1.0557157,139.24034,0.9931875,DF,Distrito Federal,Centro-Oeste,2022-04-16
2022-04-03,202214,4321,4321.0,4321,4321.0,,,282645,3055149.0,1.189469,141.43336,1.0,DF,Distrito Federal,Centro-Oeste,2022-04-09
2022-03-27,202213,4199,4199.0,4199,4199.0,,,282645,3055149.0,1.3393672,137.44011,1.0,DF,Distrito Federal,Centro-Oeste,2022-04-02
2022-03-20,202212,3726,3726.0,3726,3726.0,,,282645,3055149.0,1.3910584,121.958046,1.0,DF,Distrito Federal,Centro-Oeste,2022-03-26
2022-03-13,202211,3060,3060.0,3060,3060.0,,,282645,3055149.0,1.343896,100.15878,1.0,DF,Distrito Federal,Centro-Oeste,2022-03-19
2022-03-06,202210,2708,2708.0,2708,2708.0,,,282645,3055149.0,1.3819804,88.637245,1.0,DF,Distrito Federal,Centro-Oeste,2022-03-12
2022-02-27,202209,2264,2264.0,2264,2264.0,,,282645,3055149.0,1.2704633,74.10441,1.0,DF,Distrito Federal,Centro-Oeste,2022-03-05
2022-02-20,202208,1869,1869.0,1869,1869.0,,,282645,3055149.0,1.1132209,61.17541,0.99929464,DF,Distrito Federal,Centro-Oeste,2022-02-26
2022-02-13,202207,1721,1721.0,1721,1721.0,,,282645,3055149.0,1.1214738,56.33113,0.9994592,DF,Distrito Federal,Centro-Oeste,2022-02-19
2022-02-06,202206,1787,1787.0,1787,1787.0,,,282645,3055149.0,1.3199914,58.49142,1.0,DF,Distrito Federal,Centro-Oeste,2022-02-12
2022-01-30,202205,1524,1524.0,1524,1524.0,,,282645,3055149.0,1.298957,49.883,1.0,DF,Distrito Federal,Centro-Oeste,2022-02-05
2022-01-23,202204,1383,1383.0,1383,1383.0,,,282645,3055149.0,1.3712634,45.26784,1.0,DF,Distrito Federal,Centro-Oeste,2022-01-29
2022-01-16,202203,1149,1149.0,1149,1149.0,,,282645,3055149.0,1.4439749,37.60864,1.0,DF,Distrito Federal,Centro-Oeste,2022-01-22
2022-01-09,202202,1008,1008.0,1008,1008.0,,,282645,3055149.0,1.7556746,32.99348,1.0,DF,Distrito Federal,Centro-Oeste,2022-01-15
2022-01-02,202201,977,977.0,977,977.0,,,282645,3055149.0,1.8927472,31.9788,1.0,DF,Distrito Federal,Centro-Oeste,2022-01-08
2024-03-03,202410,1,149.0,38,490.0,,,3099,694244.0,1.0905864,21.462194,0.76837015,MT,Mato Grosso,Centro-Oeste,2024-03-09
2024-02-25,202409,42,138.0,69,376.0,,,3099,694244.0,1.33866,19.877737,0.9879755,MT,Mato Grosso,Centro-Oeste,2024-03-02
2024-02-18,202408,124,176.0,136,280.0,,,3099,694244.0,2.5713832,25.351316,1.0,MT,Mato Grosso,Centro-Oeste,2024-02-24
2024-02-11,202407,64,88.0,70,136.0,,,3099,694244.0,1.7923608,12.675658,0.9996046,MT,Mato Grosso,Centro-Oeste,2024-02-17
2024-02-04,202406,53,65.0,55,89.0,,,3099,694244.0,1.5035578,9.362702,0.9824801,MT,Mato Grosso,Centro-Oeste,2024-02-10
2024-01-28,202405,31,37.0,31,51.0,,,3099,694244.0,0.905121,5.3295383,0.32926208,MT,Mato Grosso,Centro-Oeste,2024-02-03
2024-01-21,202404,45,48.0,45,56.0,,,3099,694244.0,1.273686,6.9139957,0.8688692,MT,Mato Grosso,Centro-Oeste,2024-01-27
2024-01-14,202403,37,38.0,37,44.0,,,3099,694244.0,1.2916826,5.47358,0.85383654,MT,Mato Grosso,Centro-Oeste,2024-01-20
2024-01-07,202402,42,42.0,42,45.0,,,3099,694244.0,2.4472272,6.049746,0.99952483,MT,Mato Grosso,Centro-Oeste,2024-01-13
2023-12-31,202401,35,35.0,35,37.0,,,3099,694244.0,4.235388,5.0414553,0.99999005,MT,Mato Grosso,Centro-Oeste,2024-01-06
2023-12-24,202352,12,12.0,12,12.0,,,3099,694244.0,2.1760793,1.7284989,0.9461355,MT,Mato Grosso,Centro-Oeste,2023-12-30
2023-12-17,202351,6,6.0,6,6.0,,,3099,694244.0,0.7633811,0.86424947,0.30300376,MT,Mato Grosso,Centro-Oeste,2023-12-23
2023-12-10,202350,3,3.0,3,3.0,,,3099,694244.0,0.27642658,0.43212473,0.012169708,MT,Mato Grosso,Centro-Oeste,2023-12-16
2023-12-03,202349,5,5.0,5,5.0,,,3099,694244.0,0.51185375,0.72020787,0.09859131,MT,Mato Grosso,Centro-Oeste,2023-12-09
2023-11-26,202348,18,18.0,18,18.0,,,3099,694244.0,2.351383,2.5927484,0.9824952,MT,Mato Grosso,Centro-Oeste,2023-12-02
2023-11-19,202347,8,8.0,8,8.0,,,3099,694244.0,1.2521282,1.1523327,0.6692116,MT,Mato Grosso,Centro-Oeste,2023-11-25
2023-11-12,202346,6,6.0,6,6.0,,,3099,694244.0,1.2597777,0.86424947,0.6527101,MT,Mato Grosso,Centro-Oeste,2023-11-18
2023-11-05,202345,9,9.0,9,9.0,,,3099,694244.0,2.217299,1.2963742,0.9239944,MT,Mato Grosso,Centro-Oeste,2023-11-11
2023-10-29,202344,3,3.0,3,3.0,,,3099,694244.0,0.6702539,0.43212473,0.2831855,MT,Mato Grosso,Centro-Oeste,2023-11-04
2023-10-22,202343,3,3.0,3,3.0,,,3099,694244.0,0.5752792,0.43212473,0.20621587,MT,Mato Grosso,Centro-Oeste,2023-10-28
2023-10-15,202342,6,6.0,6,6.0,,,3099,694244.0,0.9027948,0.86424947,0.42550102,MT,Mato Grosso,Centro-Oeste,2023-10-21
2023-10-08,202341,3,3.0,3,3.0,,,3099,694244.0,0.38926613,0.43212473,0.06337879,MT,Mato Grosso,Centro-Oeste,2023-10-14
2023-10-01,202340,8,8.0,8,8.0,,,3099,694244.0,0.9844963,1.1523327,0.48715693,MT,Mato Grosso,Centro-Oeste,2023-10-07
2023-09-24,202339,8,8.0,8,8.0,,,3099,694244.0,0.9186772,1.1523327,0.42948756,MT,Mato Grosso,Centro-Oeste,2023-09-30
2023-09-17,202338,8,8.0,8,8.0,,,3099,694244.0,0.850005,1.1523327,0.3643837,MT,Mato Grosso,Centro-Oeste,2023-09-23
2023-09-10,202337,8,8.0,8,8.0,,,3099,694244.0,0.792917,1.1523327,0.30735287,MT,Mato Grosso,Centro-Oeste,2023-09-16
2023-09-03,202336,11,11.0,11,11.0,,,3099,694244.0,0.94321746,1.5844573,0.4436551,MT,Mato Grosso,Centro-Oeste,2023-09-09
2023-08-27,202335,8,8.0,8,8.0,,,3099,694244.0,0.65552896,1.1523327,0.16886133,MT,Mato Grosso,Centro-Oeste,2023-09-02
2023-08-20,202334,12,12.0,12,12.0,,,3099,694244.0,1.1219114,1.7284989,0.60983413,MT,Mato Grosso,Centro-Oeste,2023-08-26
2023-08-13,202333,16,16.0,16,16.0,,,3099,694244.0,1.529169,2.3046653,0.8638543,MT,Mato Grosso,Centro-Oeste,2023-08-19
2023-08-06,202332,8,8.0,8,8.0,,,3099,694244.0,0.6646628,1.1523327,0.17769058,MT,Mato Grosso,Centro-Oeste,2023-08-12
2023-07-30,202331,9,9.0,9,9.0,,,3099,694244.0,0.62635356,1.2963742,0.12794292,MT,Mato Grosso,Centro-Oeste,2023-08-05
2023-07-23,202330,14,14.0,14,14.0,,,3099,694244.0,0.78709286,2.016582,0.24779804,MT,Mato Grosso,Centro-Oeste,2023-07-29
2023-07-16,202329,11,11.0,11,11.0,,,3099,694244.0,0.54425186,1.5844573,0.04606056,MT,Mato Grosso,Centro-Oeste,2023-07-22
2023-07-09,202328,20,20.0,20,20.0,,,3099,694244.0,0.8869973,2.8808315,0.34656954,MT,Mato Grosso,Centro-Oeste,2023-07-15
2023-07-02,202327,22,22.0,22,22.0,,,3099,694244.0,0.8542131,3.1689146,0.2917088,MT,Mato Grosso,Centro-Oeste,2023-07-08
2023-06-25,202326,17,17.0,17,17.0,,,3099,694244.0,0.6361656,2.4487069,0.06798181,MT,Mato Grosso,Centro-Oeste,2023-07-01
2023-06-18,202325,33,33.0,33,33.0,,,3099,694244.0,1.2097363,4.753372,0.7711402,MT,Mato Grosso,Centro-Oeste,2023-06-24
2023-06-11,202324,23,23.0,23,23.0,,,3099,694244.0,0.71278423,3.3129563,0.10398472,MT,Mato Grosso,Centro-Oeste,2023-06-17
2023-06-04,202323,30,30.0,30,30.0,,,3099,694244.0,0.6102408,4.321247,0.014776918,MT,Mato Grosso,Centro-Oeste,2023-06-10
2023-05-28,202322,22,22.0,22,22.0,,,3099,694244.0,0.29654008,3.1689146,1.9517458e-08,MT,Mato Grosso,Centro-Oeste,2023-06-03
2023-05-21,202321,42,42.0,42,42.0,,,3099,694244.0,0.44575912,6.049746,2.721343e-06,MT,Mato Grosso,Centro-Oeste,2023-05-27
2023-05-14,202320,81,81.0,81,81.0,,,3099,694244.0,0.80632603,11.667368,0.07366335,MT,Mato Grosso,Centro-Oeste,2023-05-20
2023-05-07,202319,99,99.0,99,99.0,,,3099,694244.0,1.0649408,14.260116,0.66884106,MT,Mato Grosso,Centro-Oeste,2023-05-13
2023-04-30,202318,114,114.0,114,114.0,,,3099,694244.0,1.3757129,16.42074,0.9870723,MT,Mato Grosso,Centro-Oeste,2023-05-06
2023-04-23,202317,91,91.0,91,91.0,,,3099,694244.0,1.1971521,13.107783,0.877649,MT,Mato Grosso,Centro-Oeste,2023-04-29
2023-04-16,202316,79,79.0,79,79.0,,,3099,694244.0,1.0976043,11.379285,0.7168214,MT,Mato Grosso,Centro-Oeste,2023-04-22
2023-04-09,202315,80,80.0,80,80.0,,,3099,694244.0,1.1369039,11.523326,0.7846702,MT,Mato Grosso,Centro-Oeste,2023-04-15
2023-04-02,202314,64,64.0,64,64.0,,,3099,694244.0,0.92096823,9.218661,0.3167164,MT,Mato Grosso,Centro-Oeste,2023-04-08
2023-03-26,202313,80,80.0,80,80.0,,,3099,694244.0,1.1577342,11.523326,0.814747,MT,Mato Grosso,Centro-Oeste,2023-04-01
2023-03-19,202312,57,57.0,57,57.0,,,3099,694244.0,0.9199474,8.21037,0.3240408,MT,Mato Grosso,Centro-Oeste,2023-03-25
2023-03-12,202311,85,85.0,85,85.0,,,3099,694244.0,1.6371062,12.243534,0.9978131,MT,Mato Grosso,Centro-Oeste,2023-03-18
2023-03-05,202310,58,58.0,58,58.0,,,3099,694244.0,1.2986064,8.354411,0.9071693,MT,Mato Grosso,Centro-Oeste,2023-03-11
2023-02-26,202309,53,53.0,53,53.0,,,3099,694244.0,1.2705305,7.6342034,0.8782136,MT,Mato Grosso,Centro-Oeste,2023-03-04
2023-02-19,202308,40,40.0,40,40.0,,,3099,694244.0,1.0854093,5.761663,0.6409676,MT,Mato Grosso,Centro-Oeste,2023-02-25
2023-02-12,202307,42,42.0,42,42.0,,,3099,694244.0,1.6189387,6.049746,0.97555774,MT,Mato Grosso,Centro-Oeste,2023-02-18
2023-02-05,202306,46,46.0,46,46.0,,,3099,694244.0,2.709732,6.6259127,0.9999133,MT,Mato Grosso,Centro-Oeste,2023-02-11
2023-01-29,202305,23,23.0,23,23.0,,,3099,618124.0,1.5194755,3.7209363,0.901852,MT,Mato Grosso,Centro-Oeste,2023-02-04
2023-01-22,202304,10,10.0,10,10.0,,,3099,618124.0,0.700424,1.6177983,0.1879072,MT,Mato Grosso,Centro-Oeste,2023-01-28
2023-01-15,202303,16,16.0,16,16.0,,,3099,618124.0,1.6778543,2.5884774,0.90455186,MT,Mato Grosso,Centro-Oeste,2023-01-21
2023-01-08,202302,19,19.0,19,19.0,,,3099,618124.0,4.737783,3.073817,0.99956685,MT,Mato Grosso,Centro-Oeste,2023-01-14
2023-01-01,202301,9,9.0,9,9.0,,,3099,618124.0,8.348981,1.4560186,0.9976867,MT,Mato Grosso,Centro-Oeste,2023-01-07
2022-12-25,202252,2,2.0,2,2.0,,,3099,618124.0,3.3536973,0.32355967,0.85864395,MT,Mato Grosso,Centro-Oeste,2022-12-31
2022-12-18,202251,0,0.0,0,0.0,,,3099,618124.0,0.0,0.0,0.0,MT,Mato Grosso,Centro-Oeste,2022-12-24
2022-12-11,202250,0,0.0,0,0.0,,,3099,618124.0,0.0,0.0,0.0,MT,Mato Grosso,Centro-Oeste,2022-12-17
